cell_id,cell_state,dataset,n_genes,n_tokens,label
10857-1,quiescent,CAREBANK,2039,2039,0
10858-1,quiescent,CAREBANK,2048,2048,0
10859-1,quiescent,CAREBANK,760,760,0
10860-1,quiescent,CAREBANK,2048,2048,0
10862-1,quiescent,CAREBANK,1347,1347,0
10863-1,quiescent,CAREBANK,2048,2048,0
10865-1,quiescent,CAREBANK,1702,1702,0
10866-1,quiescent,CAREBANK,1367,1367,0
10867-1,quiescent,CAREBANK,1951,1951,0
10868-1,quiescent,CAREBANK,2048,2048,0
10869-1,quiescent,CAREBANK,2048,2048,0
10870-1,quiescent,CAREBANK,2048,2048,0
10871-1,quiescent,CAREBANK,1987,1987,0
10872-1,quiescent,CAREBANK,1069,1069,0
10873-1,quiescent,CAREBANK,2048,2048,0
10874-1,quiescent,CAREBANK,1492,1492,0
10875-1,quiescent,CAREBANK,2048,2048,0
10877-1,quiescent,CAREBANK,1287,1287,0
10878-1,quiescent,CAREBANK,1508,1508,0
10879-1,quiescent,CAREBANK,2019,2019,0
10880-1,quiescent,CAREBANK,2048,2048,0
10881-1,quiescent,CAREBANK,2048,2048,0
10882-1,quiescent,CAREBANK,1760,1760,0
10883-1,quiescent,CAREBANK,2048,2048,0
10884-1,quiescent,CAREBANK,1550,1550,0
10885-1,quiescent,CAREBANK,1200,1200,0
10886-1,quiescent,CAREBANK,2048,2048,0
10889-1,quiescent,CAREBANK,1820,1820,0
10890-1,quiescent,CAREBANK,2048,2048,0
10891-1,quiescent,CAREBANK,1680,1680,0
10892-1,quiescent,CAREBANK,2048,2048,0
10893-1,quiescent,CAREBANK,2048,2048,0
10894-1,quiescent,CAREBANK,1454,1454,0
10895-1,quiescent,CAREBANK,1575,1575,0
10896-1,quiescent,CAREBANK,1402,1402,0
10897-1,quiescent,CAREBANK,1415,1415,0
10898-1,quiescent,CAREBANK,722,722,0
10899-1,quiescent,CAREBANK,2048,2048,0
10901-1,quiescent,CAREBANK,1752,1752,0
10902-1,quiescent,CAREBANK,1038,1038,0
10903-1,quiescent,CAREBANK,2048,2048,0
10904-1,quiescent,CAREBANK,2048,2048,0
10905-1,quiescent,CAREBANK,2048,2048,0
10906-1,quiescent,CAREBANK,1783,1783,0
10908-1,quiescent,CAREBANK,1834,1834,0
10909-1,quiescent,CAREBANK,1490,1490,0
10911-1,quiescent,CAREBANK,2048,2048,0
10912-1,quiescent,CAREBANK,2048,2048,0
10913-1,quiescent,CAREBANK,1433,1433,0
10914-1,quiescent,CAREBANK,1896,1896,0
10915-1,quiescent,CAREBANK,1761,1761,0
10916-1,quiescent,CAREBANK,1854,1854,0
10917-1,quiescent,CAREBANK,1882,1882,0
10918-1,quiescent,CAREBANK,1982,1982,0
10919-1,quiescent,CAREBANK,2048,2048,0
10920-1,quiescent,CAREBANK,864,864,0
10921-1,quiescent,CAREBANK,1699,1699,0
10922-1,quiescent,CAREBANK,1785,1785,0
10923-1,quiescent,CAREBANK,2048,2048,0
10925-1,quiescent,CAREBANK,1436,1436,0
10926-1,quiescent,CAREBANK,779,779,0
10927-1,quiescent,CAREBANK,2048,2048,0
10928-1,quiescent,CAREBANK,2048,2048,0
10929-1,quiescent,CAREBANK,1082,1082,0
10930-1,quiescent,CAREBANK,1341,1341,0
10931-1,quiescent,CAREBANK,1099,1099,0
10932-1,quiescent,CAREBANK,1159,1159,0
10934-1,quiescent,CAREBANK,1611,1611,0
10935-1,quiescent,CAREBANK,2048,2048,0
10936-1,quiescent,CAREBANK,1826,1826,0
10937-1,quiescent,CAREBANK,2048,2048,0
10938-1,quiescent,CAREBANK,1986,1986,0
10939-1,quiescent,CAREBANK,2048,2048,0
10940-1,quiescent,CAREBANK,1568,1568,0
10941-1,quiescent,CAREBANK,1530,1530,0
10942-1,quiescent,CAREBANK,2048,2048,0
10943-1,quiescent,CAREBANK,2048,2048,0
10944-1,quiescent,CAREBANK,1126,1126,0
10945-1,quiescent,CAREBANK,2048,2048,0
10947-1,quiescent,CAREBANK,1258,1258,0
10948-1,quiescent,CAREBANK,1643,1643,0
10949-1,quiescent,CAREBANK,2048,2048,0
10950-1,quiescent,CAREBANK,1473,1473,0
10951-1,quiescent,CAREBANK,2048,2048,0
10952-1,quiescent,CAREBANK,2048,2048,0
10954-1,quiescent,CAREBANK,2048,2048,0
10955-1,quiescent,CAREBANK,2048,2048,0
10956-1,quiescent,CAREBANK,1350,1350,0
10957-1,quiescent,CAREBANK,1239,1239,0
10958-1,quiescent,CAREBANK,1352,1352,0
10959-1,quiescent,CAREBANK,1356,1356,0
10960-1,quiescent,CAREBANK,2048,2048,0
10961-1,quiescent,CAREBANK,925,925,0
10962-1,quiescent,CAREBANK,2048,2048,0
10963-1,quiescent,CAREBANK,1948,1948,0
10964-1,quiescent,CAREBANK,1094,1094,0
10965-1,quiescent,CAREBANK,1222,1222,0
10966-1,quiescent,CAREBANK,2048,2048,0
10967-1,quiescent,CAREBANK,1996,1996,0
10968-1,quiescent,CAREBANK,2048,2048,0
10969-1,quiescent,CAREBANK,2048,2048,0
10970-1,quiescent,CAREBANK,2048,2048,0
10971-1,quiescent,CAREBANK,955,955,0
10972-1,quiescent,CAREBANK,2048,2048,0
10973-1,quiescent,CAREBANK,2048,2048,0
10975-1,quiescent,CAREBANK,1172,1172,0
10976-1,quiescent,CAREBANK,2048,2048,0
10977-1,quiescent,CAREBANK,2048,2048,0
10978-1,quiescent,CAREBANK,1411,1411,0
10979-1,quiescent,CAREBANK,1086,1086,0
10980-1,quiescent,CAREBANK,1243,1243,0
10981-1,quiescent,CAREBANK,1046,1046,0
10982-1,quiescent,CAREBANK,847,847,0
10984-1,quiescent,CAREBANK,913,913,0
10986-1,quiescent,CAREBANK,1926,1926,0
10987-1,quiescent,CAREBANK,2048,2048,0
10988-1,quiescent,CAREBANK,2007,2007,0
10992-1,quiescent,CAREBANK,1849,1849,0
10993-1,quiescent,CAREBANK,2048,2048,0
10994-1,quiescent,CAREBANK,1404,1404,0
10995-1,quiescent,CAREBANK,839,839,0
10996-1,quiescent,CAREBANK,2048,2048,0
10997-1,quiescent,CAREBANK,1837,1837,0
10998-1,quiescent,CAREBANK,2048,2048,0
10999-1,quiescent,CAREBANK,1945,1945,0
11000-1,quiescent,CAREBANK,1806,1806,0
11001-1,quiescent,CAREBANK,2048,2048,0
11003-1,quiescent,CAREBANK,841,841,0
11004-1,quiescent,CAREBANK,2048,2048,0
11005-1,quiescent,CAREBANK,1696,1696,0
11006-1,quiescent,CAREBANK,1732,1732,0
11007-1,quiescent,CAREBANK,2048,2048,0
11008-1,quiescent,CAREBANK,1765,1765,0
11009-1,quiescent,CAREBANK,1648,1648,0
11010-1,quiescent,CAREBANK,1016,1016,0
11011-1,quiescent,CAREBANK,1214,1214,0
11012-1,quiescent,CAREBANK,1065,1065,0
11013-1,quiescent,CAREBANK,2048,2048,0
11014-1,quiescent,CAREBANK,638,638,0
11015-1,quiescent,CAREBANK,900,900,0
11016-1,quiescent,CAREBANK,2048,2048,0
11017-1,quiescent,CAREBANK,653,653,0
11018-1,quiescent,CAREBANK,1333,1333,0
11019-1,quiescent,CAREBANK,1180,1180,0
11021-1,quiescent,CAREBANK,1242,1242,0
11023-1,quiescent,CAREBANK,1913,1913,0
11024-1,quiescent,CAREBANK,1254,1254,0
11025-1,quiescent,CAREBANK,2048,2048,0
11026-1,quiescent,CAREBANK,2048,2048,0
11028-1,quiescent,CAREBANK,1585,1585,0
11029-1,quiescent,CAREBANK,1694,1694,0
11032-1,quiescent,CAREBANK,2048,2048,0
11034-1,quiescent,CAREBANK,1316,1316,0
11035-1,quiescent,CAREBANK,1247,1247,0
11036-1,quiescent,CAREBANK,2048,2048,0
11037-1,quiescent,CAREBANK,2048,2048,0
11038-1,quiescent,CAREBANK,1500,1500,0
11039-1,quiescent,CAREBANK,1245,1245,0
11040-1,quiescent,CAREBANK,1287,1287,0
11041-1,quiescent,CAREBANK,1657,1657,0
11042-1,quiescent,CAREBANK,1353,1353,0
11043-1,quiescent,CAREBANK,1642,1642,0
11044-1,quiescent,CAREBANK,1037,1037,0
11045-1,quiescent,CAREBANK,2048,2048,0
11047-1,quiescent,CAREBANK,1837,1837,0
11048-1,quiescent,CAREBANK,1792,1792,0
11050-1,quiescent,CAREBANK,1760,1760,0
11051-1,quiescent,CAREBANK,2048,2048,0
11052-1,quiescent,CAREBANK,1441,1441,0
11053-1,quiescent,CAREBANK,640,640,0
11055-1,quiescent,CAREBANK,2048,2048,0
11056-1,quiescent,CAREBANK,1576,1576,0
11057-1,quiescent,CAREBANK,777,777,0
11059-1,quiescent,CAREBANK,1242,1242,0
11061-1,quiescent,CAREBANK,994,994,0
11062-1,quiescent,CAREBANK,1468,1468,0
11063-1,quiescent,CAREBANK,2048,2048,0
11064-1,quiescent,CAREBANK,2048,2048,0
11065-1,quiescent,CAREBANK,836,836,0
11066-1,quiescent,CAREBANK,1727,1727,0
11067-1,quiescent,CAREBANK,2048,2048,0
11068-1,quiescent,CAREBANK,1440,1440,0
11069-1,quiescent,CAREBANK,1759,1759,0
11070-1,quiescent,CAREBANK,839,839,0
11071-1,quiescent,CAREBANK,1036,1036,0
11072-1,quiescent,CAREBANK,795,795,0
11073-1,quiescent,CAREBANK,731,731,0
11075-1,quiescent,CAREBANK,914,914,0
11076-1,quiescent,CAREBANK,2048,2048,0
11080-1,quiescent,CAREBANK,2048,2048,0
11081-1,quiescent,CAREBANK,1334,1334,0
11082-1,quiescent,CAREBANK,2048,2048,0
11083-1,quiescent,CAREBANK,1931,1931,0
11084-1,quiescent,CAREBANK,2023,2023,0
11085-1,quiescent,CAREBANK,1535,1535,0
11086-1,quiescent,CAREBANK,1299,1299,0
11087-1,quiescent,CAREBANK,1607,1607,0
11089-1,quiescent,CAREBANK,1197,1197,0
11091-1,quiescent,CAREBANK,2048,2048,0
11092-1,quiescent,CAREBANK,2048,2048,0
11093-1,quiescent,CAREBANK,1796,1796,0
11094-1,quiescent,CAREBANK,1381,1381,0
11095-1,quiescent,CAREBANK,1876,1876,0
11096-1,quiescent,CAREBANK,1668,1668,0
11097-1,quiescent,CAREBANK,2048,2048,0
11098-1,quiescent,CAREBANK,2048,2048,0
11099-1,quiescent,CAREBANK,2048,2048,0
11101-1,quiescent,CAREBANK,1468,1468,0
11102-1,quiescent,CAREBANK,2048,2048,0
11104-1,quiescent,CAREBANK,1974,1974,0
11105-1,quiescent,CAREBANK,1954,1954,0
11106-1,quiescent,CAREBANK,1572,1572,0
11107-1,quiescent,CAREBANK,1162,1162,0
11108-1,quiescent,CAREBANK,1688,1688,0
11109-1,quiescent,CAREBANK,2048,2048,0
11113-1,quiescent,CAREBANK,2048,2048,0
11114-1,quiescent,CAREBANK,709,709,0
11115-1,quiescent,CAREBANK,2048,2048,0
11116-1,quiescent,CAREBANK,2048,2048,0
11118-1,quiescent,CAREBANK,1905,1905,0
11119-1,quiescent,CAREBANK,2048,2048,0
11123-1,quiescent,CAREBANK,682,682,0
11124-1,quiescent,CAREBANK,1739,1739,0
11125-1,quiescent,CAREBANK,2048,2048,0
11126-1,quiescent,CAREBANK,2048,2048,0
11127-1,quiescent,CAREBANK,1301,1301,0
11128-1,quiescent,CAREBANK,2048,2048,0
11129-1,quiescent,CAREBANK,1524,1524,0
11130-1,quiescent,CAREBANK,2048,2048,0
11131-1,quiescent,CAREBANK,1944,1944,0
11132-1,quiescent,CAREBANK,1390,1390,0
11133-1,quiescent,CAREBANK,2048,2048,0
11134-1,quiescent,CAREBANK,1036,1036,0
11135-1,quiescent,CAREBANK,1668,1668,0
11136-1,quiescent,CAREBANK,1689,1689,0
11137-1,quiescent,CAREBANK,2048,2048,0
11138-1,quiescent,CAREBANK,1903,1903,0
11139-1,quiescent,CAREBANK,691,691,0
11140-1,quiescent,CAREBANK,885,885,0
11141-1,quiescent,CAREBANK,2048,2048,0
11142-1,quiescent,CAREBANK,1831,1831,0
11144-1,quiescent,CAREBANK,1009,1009,0
11145-1,quiescent,CAREBANK,969,969,0
11146-1,quiescent,CAREBANK,2048,2048,0
11147-1,quiescent,CAREBANK,2048,2048,0
11148-1,quiescent,CAREBANK,1638,1638,0
11150-1,quiescent,CAREBANK,2048,2048,0
11151-1,quiescent,CAREBANK,1582,1582,0
11152-1,quiescent,CAREBANK,1112,1112,0
11153-1,quiescent,CAREBANK,1803,1803,0
11154-1,quiescent,CAREBANK,1443,1443,0
11155-1,quiescent,CAREBANK,2048,2048,0
11156-1,quiescent,CAREBANK,1120,1120,0
11157-1,quiescent,CAREBANK,1196,1196,0
11158-1,quiescent,CAREBANK,1274,1274,0
11159-1,quiescent,CAREBANK,1909,1909,0
11160-1,quiescent,CAREBANK,1683,1683,0
11161-1,quiescent,CAREBANK,1160,1160,0
11162-1,quiescent,CAREBANK,1425,1425,0
11163-1,quiescent,CAREBANK,1940,1940,0
11164-1,quiescent,CAREBANK,1119,1119,0
11165-1,quiescent,CAREBANK,1860,1860,0
11166-1,quiescent,CAREBANK,1315,1315,0
11171-1,quiescent,CAREBANK,2048,2048,0
11172-1,quiescent,CAREBANK,1467,1467,0
11174-1,quiescent,CAREBANK,1273,1273,0
11176-1,quiescent,CAREBANK,1994,1994,0
11177-1,quiescent,CAREBANK,2048,2048,0
11178-1,quiescent,CAREBANK,2048,2048,0
11179-1,quiescent,CAREBANK,1674,1674,0
11182-1,quiescent,CAREBANK,2048,2048,0
11183-1,quiescent,CAREBANK,2048,2048,0
11184-1,quiescent,CAREBANK,981,981,0
11185-1,quiescent,CAREBANK,1430,1430,0
11187-1,quiescent,CAREBANK,1439,1439,0
11188-1,quiescent,CAREBANK,1635,1635,0
11189-1,quiescent,CAREBANK,1785,1785,0
11190-1,quiescent,CAREBANK,2048,2048,0
11191-1,quiescent,CAREBANK,1993,1993,0
11192-1,quiescent,CAREBANK,2048,2048,0
11193-1,quiescent,CAREBANK,1034,1034,0
11194-1,quiescent,CAREBANK,2048,2048,0
11196-1,quiescent,CAREBANK,2048,2048,0
11197-1,quiescent,CAREBANK,2048,2048,0
11198-1,quiescent,CAREBANK,2048,2048,0
11199-1,quiescent,CAREBANK,2048,2048,0
11201-1,quiescent,CAREBANK,2048,2048,0
11203-1,quiescent,CAREBANK,1640,1640,0
11204-1,quiescent,CAREBANK,2048,2048,0
11205-1,quiescent,CAREBANK,2048,2048,0
11206-1,quiescent,CAREBANK,1424,1424,0
11207-1,quiescent,CAREBANK,1383,1383,0
11210-1,quiescent,CAREBANK,2048,2048,0
11211-1,quiescent,CAREBANK,1813,1813,0
11214-1,quiescent,CAREBANK,2048,2048,0
11215-1,quiescent,CAREBANK,2048,2048,0
11216-1,quiescent,CAREBANK,1211,1211,0
11217-1,quiescent,CAREBANK,2048,2048,0
11218-1,quiescent,CAREBANK,1590,1590,0
11219-1,quiescent,CAREBANK,1451,1451,0
11220-1,quiescent,CAREBANK,1261,1261,0
11222-1,quiescent,CAREBANK,1151,1151,0
11223-1,quiescent,CAREBANK,2048,2048,0
11224-1,quiescent,CAREBANK,1742,1742,0
11225-1,quiescent,CAREBANK,2048,2048,0
11226-1,quiescent,CAREBANK,1437,1437,0
11227-1,quiescent,CAREBANK,1982,1982,0
11228-1,quiescent,CAREBANK,1665,1665,0
11229-1,quiescent,CAREBANK,2048,2048,0
11230-1,quiescent,CAREBANK,2048,2048,0
11231-1,quiescent,CAREBANK,1628,1628,0
11232-1,quiescent,CAREBANK,1461,1461,0
11233-1,quiescent,CAREBANK,1511,1511,0
11234-1,quiescent,CAREBANK,1473,1473,0
11235-1,quiescent,CAREBANK,1815,1815,0
11237-1,quiescent,CAREBANK,1227,1227,0
11239-1,quiescent,CAREBANK,1703,1703,0
11240-1,quiescent,CAREBANK,2048,2048,0
11242-1,quiescent,CAREBANK,1596,1596,0
11243-1,quiescent,CAREBANK,2048,2048,0
11244-1,quiescent,CAREBANK,1211,1211,0
11246-1,quiescent,CAREBANK,2048,2048,0
11247-1,quiescent,CAREBANK,730,730,0
11248-1,quiescent,CAREBANK,1224,1224,0
11249-1,quiescent,CAREBANK,2048,2048,0
11250-1,quiescent,CAREBANK,2048,2048,0
11251-1,quiescent,CAREBANK,2048,2048,0
11252-1,quiescent,CAREBANK,1408,1408,0
11253-1,quiescent,CAREBANK,702,702,0
11254-1,quiescent,CAREBANK,1937,1937,0
11256-1,quiescent,CAREBANK,2048,2048,0
11257-1,quiescent,CAREBANK,1987,1987,0
11258-1,quiescent,CAREBANK,2048,2048,0
11259-1,quiescent,CAREBANK,2048,2048,0
11260-1,quiescent,CAREBANK,1755,1755,0
11262-1,quiescent,CAREBANK,2048,2048,0
11264-1,quiescent,CAREBANK,2048,2048,0
11265-1,quiescent,CAREBANK,2043,2043,0
11266-1,quiescent,CAREBANK,1657,1657,0
11267-1,quiescent,CAREBANK,1067,1067,0
11268-1,quiescent,CAREBANK,1130,1130,0
11269-1,quiescent,CAREBANK,2048,2048,0
11270-1,quiescent,CAREBANK,1247,1247,0
11271-1,quiescent,CAREBANK,1247,1247,0
11272-1,quiescent,CAREBANK,2048,2048,0
11273-1,quiescent,CAREBANK,1342,1342,0
11274-1,quiescent,CAREBANK,2048,2048,0
11276-1,quiescent,CAREBANK,2048,2048,0
11277-1,quiescent,CAREBANK,2048,2048,0
11278-1,quiescent,CAREBANK,2048,2048,0
11279-1,quiescent,CAREBANK,2048,2048,0
11280-1,quiescent,CAREBANK,1781,1781,0
11281-1,quiescent,CAREBANK,1876,1876,0
11282-1,quiescent,CAREBANK,2048,2048,0
11283-1,quiescent,CAREBANK,1687,1687,0
11284-1,quiescent,CAREBANK,2048,2048,0
11285-1,quiescent,CAREBANK,2048,2048,0
11286-1,quiescent,CAREBANK,1745,1745,0
11287-1,quiescent,CAREBANK,1635,1635,0
11288-1,quiescent,CAREBANK,1991,1991,0
11289-1,quiescent,CAREBANK,2048,2048,0
11290-1,quiescent,CAREBANK,675,675,0
11292-1,quiescent,CAREBANK,956,956,0
11293-1,quiescent,CAREBANK,2048,2048,0
11294-1,quiescent,CAREBANK,2048,2048,0
11295-1,quiescent,CAREBANK,1861,1861,0
11296-1,quiescent,CAREBANK,1950,1950,0
11299-1,quiescent,CAREBANK,872,872,0
11301-1,quiescent,CAREBANK,1171,1171,0
11302-1,quiescent,CAREBANK,688,688,0
11304-1,quiescent,CAREBANK,2048,2048,0
11305-1,quiescent,CAREBANK,1388,1388,0
11306-1,quiescent,CAREBANK,1966,1966,0
11307-1,quiescent,CAREBANK,1404,1404,0
11308-1,quiescent,CAREBANK,625,625,0
11309-1,quiescent,CAREBANK,1793,1793,0
11311-1,quiescent,CAREBANK,1287,1287,0
11312-1,quiescent,CAREBANK,1502,1502,0
11313-1,quiescent,CAREBANK,2048,2048,0
11315-1,quiescent,CAREBANK,2048,2048,0
11316-1,quiescent,CAREBANK,2048,2048,0
11318-1,quiescent,CAREBANK,2048,2048,0
11319-1,quiescent,CAREBANK,1555,1555,0
11321-1,quiescent,CAREBANK,1056,1056,0
11322-1,quiescent,CAREBANK,1459,1459,0
11323-1,quiescent,CAREBANK,2048,2048,0
11325-1,quiescent,CAREBANK,2048,2048,0
11328-1,quiescent,CAREBANK,1733,1733,0
11329-1,quiescent,CAREBANK,1183,1183,0
11330-1,quiescent,CAREBANK,2048,2048,0
11332-1,quiescent,CAREBANK,1935,1935,0
11333-1,quiescent,CAREBANK,986,986,0
11334-1,quiescent,CAREBANK,2048,2048,0
11335-1,quiescent,CAREBANK,800,800,0
11336-1,quiescent,CAREBANK,2048,2048,0
11337-1,quiescent,CAREBANK,756,756,0
11339-1,quiescent,CAREBANK,1967,1967,0
11340-1,quiescent,CAREBANK,1183,1183,0
11341-1,quiescent,CAREBANK,535,535,0
11342-1,quiescent,CAREBANK,680,680,0
11343-1,quiescent,CAREBANK,1173,1173,0
11344-1,quiescent,CAREBANK,2048,2048,0
11345-1,quiescent,CAREBANK,1550,1550,0
11346-1,quiescent,CAREBANK,1480,1480,0
11348-1,quiescent,CAREBANK,2048,2048,0
11350-1,quiescent,CAREBANK,2048,2048,0
11351-1,quiescent,CAREBANK,1383,1383,0
11352-1,quiescent,CAREBANK,1468,1468,0
11353-1,quiescent,CAREBANK,1464,1464,0
11354-1,quiescent,CAREBANK,2048,2048,0
11355-1,quiescent,CAREBANK,1152,1152,0
11356-1,quiescent,CAREBANK,1941,1941,0
11357-1,quiescent,CAREBANK,2048,2048,0
11358-1,quiescent,CAREBANK,2048,2048,0
11359-1,quiescent,CAREBANK,1958,1958,0
11360-1,quiescent,CAREBANK,1911,1911,0
11361-1,quiescent,CAREBANK,1639,1639,0
11362-1,quiescent,CAREBANK,1604,1604,0
11363-1,quiescent,CAREBANK,938,938,0
11364-1,quiescent,CAREBANK,860,860,0
11365-1,quiescent,CAREBANK,2048,2048,0
11366-1,quiescent,CAREBANK,1194,1194,0
11367-1,quiescent,CAREBANK,2048,2048,0
11368-1,quiescent,CAREBANK,2048,2048,0
11369-1,quiescent,CAREBANK,734,734,0
11370-1,quiescent,CAREBANK,1908,1908,0
11371-1,quiescent,CAREBANK,2048,2048,0
11372-1,quiescent,CAREBANK,2048,2048,0
11373-1,quiescent,CAREBANK,914,914,0
11374-1,quiescent,CAREBANK,2048,2048,0
11375-1,quiescent,CAREBANK,2048,2048,0
11376-1,quiescent,CAREBANK,1767,1767,0
11377-1,quiescent,CAREBANK,2048,2048,0
11378-1,quiescent,CAREBANK,1907,1907,0
11379-1,quiescent,CAREBANK,1578,1578,0
11380-1,quiescent,CAREBANK,1422,1422,0
11381-1,quiescent,CAREBANK,1881,1881,0
11382-1,quiescent,CAREBANK,1200,1200,0
11383-1,quiescent,CAREBANK,1732,1732,0
11384-1,quiescent,CAREBANK,1083,1083,0
11386-1,quiescent,CAREBANK,2048,2048,0
11387-1,quiescent,CAREBANK,1902,1902,0
11388-1,quiescent,CAREBANK,1595,1595,0
11389-1,quiescent,CAREBANK,1024,1024,0
11390-1,quiescent,CAREBANK,2048,2048,0
11391-1,quiescent,CAREBANK,1027,1027,0
11392-1,quiescent,CAREBANK,1636,1636,0
11393-1,quiescent,CAREBANK,1670,1670,0
11394-1,quiescent,CAREBANK,1052,1052,0
11395-1,quiescent,CAREBANK,2048,2048,0
11396-1,quiescent,CAREBANK,818,818,0
11397-1,quiescent,CAREBANK,2048,2048,0
11399-1,quiescent,CAREBANK,1937,1937,0
11401-1,quiescent,CAREBANK,1148,1148,0
11402-1,quiescent,CAREBANK,1562,1562,0
11403-1,quiescent,CAREBANK,1436,1436,0
11404-1,quiescent,CAREBANK,1686,1686,0
11405-1,quiescent,CAREBANK,1885,1885,0
11406-1,quiescent,CAREBANK,1634,1634,0
11407-1,quiescent,CAREBANK,1221,1221,0
11409-1,quiescent,CAREBANK,1347,1347,0
11410-1,quiescent,CAREBANK,937,937,0
11411-1,quiescent,CAREBANK,1550,1550,0
11412-1,quiescent,CAREBANK,1888,1888,0
11413-1,quiescent,CAREBANK,1334,1334,0
11414-1,quiescent,CAREBANK,2048,2048,0
11415-1,quiescent,CAREBANK,568,568,0
11416-1,quiescent,CAREBANK,632,632,0
11417-1,quiescent,CAREBANK,2048,2048,0
11418-1,quiescent,CAREBANK,1369,1369,0
11419-1,quiescent,CAREBANK,1983,1983,0
11420-1,quiescent,CAREBANK,1438,1438,0
11421-1,quiescent,CAREBANK,1067,1067,0
11422-1,quiescent,CAREBANK,702,702,0
11423-1,quiescent,CAREBANK,2048,2048,0
11424-1,quiescent,CAREBANK,787,787,0
11425-1,quiescent,CAREBANK,2048,2048,0
11426-1,quiescent,CAREBANK,2035,2035,0
11427-1,quiescent,CAREBANK,746,746,0
11428-1,quiescent,CAREBANK,651,651,0
11429-1,quiescent,CAREBANK,1274,1274,0
11430-1,quiescent,CAREBANK,1814,1814,0
11431-1,quiescent,CAREBANK,1259,1259,0
11432-1,quiescent,CAREBANK,1047,1047,0
11433-1,quiescent,CAREBANK,893,893,0
11434-1,quiescent,CAREBANK,2048,2048,0
11435-1,quiescent,CAREBANK,2048,2048,0
11436-1,quiescent,CAREBANK,1700,1700,0
11438-1,quiescent,CAREBANK,924,924,0
11439-1,quiescent,CAREBANK,785,785,0
11440-1,quiescent,CAREBANK,1816,1816,0
11442-1,quiescent,CAREBANK,1277,1277,0
11443-1,quiescent,CAREBANK,1557,1557,0
11444-1,quiescent,CAREBANK,1106,1106,0
11446-1,quiescent,CAREBANK,620,620,0
11448-1,quiescent,CAREBANK,2048,2048,0
11449-1,quiescent,CAREBANK,1392,1392,0
11450-1,quiescent,CAREBANK,1094,1094,0
11453-1,quiescent,CAREBANK,1103,1103,0
11454-1,quiescent,CAREBANK,1404,1404,0
11455-1,quiescent,CAREBANK,2048,2048,0
11456-1,quiescent,CAREBANK,2048,2048,0
11459-1,quiescent,CAREBANK,1737,1737,0
11460-1,quiescent,CAREBANK,1917,1917,0
11461-1,quiescent,CAREBANK,693,693,0
11464-1,quiescent,CAREBANK,1876,1876,0
11465-1,quiescent,CAREBANK,1961,1961,0
11466-1,quiescent,CAREBANK,2048,2048,0
11468-1,quiescent,CAREBANK,1612,1612,0
11469-1,quiescent,CAREBANK,1541,1541,0
11470-1,quiescent,CAREBANK,1357,1357,0
11471-1,quiescent,CAREBANK,1309,1309,0
11472-1,quiescent,CAREBANK,973,973,0
11474-1,quiescent,CAREBANK,1349,1349,0
11476-1,quiescent,CAREBANK,1675,1675,0
11477-1,quiescent,CAREBANK,1594,1594,0
11479-1,quiescent,CAREBANK,2048,2048,0
11480-1,quiescent,CAREBANK,1512,1512,0
11482-1,quiescent,CAREBANK,2048,2048,0
11483-1,quiescent,CAREBANK,1429,1429,0
11484-1,quiescent,CAREBANK,2048,2048,0
11485-1,quiescent,CAREBANK,1707,1707,0
11486-1,quiescent,CAREBANK,2048,2048,0
11487-1,quiescent,CAREBANK,1236,1236,0
11488-1,quiescent,CAREBANK,1498,1498,0
11489-1,quiescent,CAREBANK,2048,2048,0
11490-1,quiescent,CAREBANK,2048,2048,0
11491-1,quiescent,CAREBANK,757,757,0
11492-1,quiescent,CAREBANK,726,726,0
11494-1,quiescent,CAREBANK,1647,1647,0
11495-1,quiescent,CAREBANK,1696,1696,0
11496-1,quiescent,CAREBANK,1664,1664,0
11497-1,quiescent,CAREBANK,1710,1710,0
11498-1,quiescent,CAREBANK,1591,1591,0
11499-1,quiescent,CAREBANK,612,612,0
11500-1,quiescent,CAREBANK,2048,2048,0
11501-1,quiescent,CAREBANK,1165,1165,0
11502-1,quiescent,CAREBANK,1259,1259,0
11503-1,quiescent,CAREBANK,2048,2048,0
11504-1,quiescent,CAREBANK,2048,2048,0
11505-1,quiescent,CAREBANK,916,916,0
11506-1,quiescent,CAREBANK,1723,1723,0
11507-1,quiescent,CAREBANK,2048,2048,0
11508-1,quiescent,CAREBANK,1931,1931,0
11509-1,quiescent,CAREBANK,1216,1216,0
11510-1,quiescent,CAREBANK,1816,1816,0
11511-1,quiescent,CAREBANK,2048,2048,0
11512-1,quiescent,CAREBANK,2048,2048,0
11513-1,quiescent,CAREBANK,1718,1718,0
11514-1,quiescent,CAREBANK,1041,1041,0
11515-1,quiescent,CAREBANK,1870,1870,0
11517-1,quiescent,CAREBANK,1661,1661,0
11518-1,quiescent,CAREBANK,2048,2048,0
11521-1,quiescent,CAREBANK,1969,1969,0
11523-1,quiescent,CAREBANK,1172,1172,0
11524-1,quiescent,CAREBANK,2048,2048,0
11525-1,quiescent,CAREBANK,2048,2048,0
11526-1,quiescent,CAREBANK,2048,2048,0
11528-1,quiescent,CAREBANK,2048,2048,0
11529-1,quiescent,CAREBANK,1514,1514,0
11531-1,quiescent,CAREBANK,2048,2048,0
11532-1,quiescent,CAREBANK,2048,2048,0
11534-1,quiescent,CAREBANK,2048,2048,0
