,feature_is_filtered,feature_name,feature_reference,feature_biotype,feature_length,feature_type,ensembl_id
ENSG00000227959,False,EPHA2-AS1,NCBITaxon:9606,gene,952,lncRNA,ENSG00000227959
ENSG00000164896,False,FASTK,NCBITaxon:9606,gene,1461,protein_coding,ENSG00000164896
ENSG00000198768,False,APCDD1L,NCBITaxon:9606,gene,802,protein_coding,ENSG00000198768
ENSG00000169504,False,CLIC4,NCBITaxon:9606,gene,1697,protein_coding,ENSG00000169504
ENSG00000248242,False,ENSG00000248242,NCBITaxon:9606,gene,755,lncRNA,ENSG00000248242
ENSG00000107949,False,BCCIP,NCBITaxon:9606,gene,1433,protein_coding,ENSG00000107949
ENSG00000162836,False,ACP6,NCBITaxon:9606,gene,1081,protein_coding,ENSG00000162836
ENSG00000270194,False,GOLGA4-AS1,NCBITaxon:9606,gene,2414,lncRNA,ENSG00000270194
ENSG00000227588,False,CNTN4-AS2,NCBITaxon:9606,gene,348,lncRNA,ENSG00000227588
ENSG00000140368,False,PSTPIP1,NCBITaxon:9606,gene,1063,protein_coding,ENSG00000140368
ENSG00000167034,False,NKX3-1,NCBITaxon:9606,gene,1995,protein_coding,ENSG00000167034
ENSG00000278817,False,ENSG00000278817,NCBITaxon:9606,gene,1213,protein_coding,ENSG00000278817
ENSG00000280486,False,ENSG00000280486,NCBITaxon:9606,gene,2711,lncRNA,ENSG00000280486
ENSG00000265778,False,ZNF516-AS1,NCBITaxon:9606,gene,426,lncRNA,ENSG00000265778
ENSG00000175634,False,RPS6KB2,NCBITaxon:9606,gene,755,protein_coding,ENSG00000175634
ENSG00000257727,False,CNPY2,NCBITaxon:9606,gene,668,protein_coding,ENSG00000257727
ENSG00000164236,False,ANKRD33B,NCBITaxon:9606,gene,5588,protein_coding,ENSG00000164236
ENSG00000260001,False,TGFBR3L,NCBITaxon:9606,gene,1092,protein_coding,ENSG00000260001
ENSG00000255929,False,PIWIL4-AS1,NCBITaxon:9606,gene,711,lncRNA,ENSG00000255929
ENSG00000227068,False,ENSG00000227068,NCBITaxon:9606,gene,633,lncRNA,ENSG00000227068
ENSG00000132313,False,MRPL35,NCBITaxon:9606,gene,947,protein_coding,ENSG00000132313
ENSG00000170185,False,USP38,NCBITaxon:9606,gene,4135,protein_coding,ENSG00000170185
ENSG00000272945,False,ENSG00000272945,NCBITaxon:9606,gene,586,lncRNA,ENSG00000272945
ENSG00000188107,False,EYS,NCBITaxon:9606,gene,2168,protein_coding,ENSG00000188107
ENSG00000220925,False,IGBP1-AS2,NCBITaxon:9606,gene,513,lncRNA,ENSG00000220925
ENSG00000227083,False,ENSG00000227083,NCBITaxon:9606,gene,534,lncRNA,ENSG00000227083
ENSG00000286983,False,ENSG00000286983,NCBITaxon:9606,gene,2711,lncRNA,ENSG00000286983
ENSG00000260942,False,CAPN10-DT,NCBITaxon:9606,gene,774,lncRNA,ENSG00000260942
ENSG00000157837,False,SPPL3,NCBITaxon:9606,gene,763,protein_coding,ENSG00000157837
ENSG00000240891,False,PLCXD2,NCBITaxon:9606,gene,2063,protein_coding,ENSG00000240891
ENSG00000276170,False,ENSG00000276170,NCBITaxon:9606,gene,799,lncRNA,ENSG00000276170
ENSG00000174749,False,FAM241A,NCBITaxon:9606,gene,8844,protein_coding,ENSG00000174749
ENSG00000239705,False,HSPA5-DT,NCBITaxon:9606,gene,714,lncRNA,ENSG00000239705
ENSG00000285790,False,ENSG00000285790,NCBITaxon:9606,gene,839,lncRNA,ENSG00000285790
ENSG00000170836,False,PPM1D,NCBITaxon:9606,gene,4361,protein_coding,ENSG00000170836
ENSG00000149809,False,TM7SF2,NCBITaxon:9606,gene,792,protein_coding,ENSG00000149809
ENSG00000182108,False,DEXI,NCBITaxon:9606,gene,1481,protein_coding,ENSG00000182108
ENSG00000067064,False,IDI1,NCBITaxon:9606,gene,1786,protein_coding,ENSG00000067064
ENSG00000104941,False,RSPH6A,NCBITaxon:9606,gene,2306,protein_coding,ENSG00000104941
ENSG00000140104,False,CLBA1,NCBITaxon:9606,gene,1645,protein_coding,ENSG00000140104
ENSG00000128694,False,OSGEPL1,NCBITaxon:9606,gene,1492,protein_coding,ENSG00000128694
ENSG00000286670,False,ENSG00000286670,NCBITaxon:9606,gene,503,lncRNA,ENSG00000286670
ENSG00000250646,False,ENSG00000250646,NCBITaxon:9606,gene,455,lncRNA,ENSG00000250646
ENSG00000231574,False,LINC02015,NCBITaxon:9606,gene,844,lncRNA,ENSG00000231574
ENSG00000138032,False,PPM1B,NCBITaxon:9606,gene,1703,protein_coding,ENSG00000138032
ENSG00000137154,False,RPS6,NCBITaxon:9606,gene,892,protein_coding,ENSG00000137154
ENSG00000254211,False,LINC01485,NCBITaxon:9606,gene,650,lncRNA,ENSG00000254211
ENSG00000227888,False,FAM66A,NCBITaxon:9606,gene,1674,lncRNA,ENSG00000227888
ENSG00000286319,False,ENSG00000286319,NCBITaxon:9606,gene,2138,lncRNA,ENSG00000286319
ENSG00000104979,False,C19orf53,NCBITaxon:9606,gene,501,protein_coding,ENSG00000104979
ENSG00000141252,False,VPS53,NCBITaxon:9606,gene,2152,protein_coding,ENSG00000141252
ENSG00000198513,False,ATL1,NCBITaxon:9606,gene,2356,protein_coding,ENSG00000198513
ENSG00000237567,False,LINC02836,NCBITaxon:9606,gene,597,lncRNA,ENSG00000237567
ENSG00000244586,False,WNT5A-AS1,NCBITaxon:9606,gene,500,lncRNA,ENSG00000244586
ENSG00000235840,False,ENSG00000235840,NCBITaxon:9606,gene,632,lncRNA,ENSG00000235840
ENSG00000103154,False,NECAB2,NCBITaxon:9606,gene,1306,protein_coding,ENSG00000103154
ENSG00000188771,False,PLET1,NCBITaxon:9606,gene,1541,protein_coding,ENSG00000188771
ENSG00000101104,False,PABPC1L,NCBITaxon:9606,gene,943,protein_coding,ENSG00000101104
ENSG00000255112,False,CHMP1B,NCBITaxon:9606,gene,1733,protein_coding,ENSG00000255112
ENSG00000230140,False,NPAS2-AS1,NCBITaxon:9606,gene,1225,lncRNA,ENSG00000230140
ENSG00000223711,False,ENSG00000223711,NCBITaxon:9606,gene,972,lncRNA,ENSG00000223711
ENSG00000100124,False,ANKRD54,NCBITaxon:9606,gene,809,protein_coding,ENSG00000100124
ENSG00000232788,False,ITGA6-AS1,NCBITaxon:9606,gene,536,lncRNA,ENSG00000232788
ENSG00000072682,False,P4HA2,NCBITaxon:9606,gene,866,protein_coding,ENSG00000072682
ENSG00000231373,False,GNA14-AS1,NCBITaxon:9606,gene,605,lncRNA,ENSG00000231373
ENSG00000102144,False,PGK1,NCBITaxon:9606,gene,831,protein_coding,ENSG00000102144
ENSG00000283991,False,ENSG00000283991,NCBITaxon:9606,gene,561,lncRNA,ENSG00000283991
ENSG00000198018,False,ENTPD7,NCBITaxon:9606,gene,4548,protein_coding,ENSG00000198018
ENSG00000013374,False,NUB1,NCBITaxon:9606,gene,922,protein_coding,ENSG00000013374
ENSG00000101187,False,SLCO4A1,NCBITaxon:9606,gene,856,protein_coding,ENSG00000101187
ENSG00000117385,False,P3H1,NCBITaxon:9606,gene,866,protein_coding,ENSG00000117385
ENSG00000251059,False,PRKG2-AS1,NCBITaxon:9606,gene,665,lncRNA,ENSG00000251059
ENSG00000259736,False,CRTC3-AS1,NCBITaxon:9606,gene,884,lncRNA,ENSG00000259736
ENSG00000237832,False,ENSG00000237832,NCBITaxon:9606,gene,371,lncRNA,ENSG00000237832
ENSG00000258489,False,ENSG00000258489,NCBITaxon:9606,gene,1183,lncRNA,ENSG00000258489
ENSG00000197670,False,ZNF217-AS1,NCBITaxon:9606,gene,2502,lncRNA,ENSG00000197670
ENSG00000261101,False,ENSG00000261101,NCBITaxon:9606,gene,656,lncRNA,ENSG00000261101
ENSG00000240801,False,ENSG00000240801,NCBITaxon:9606,gene,373,lncRNA,ENSG00000240801
ENSG00000269343,False,ZNF587B,NCBITaxon:9606,gene,3171,protein_coding,ENSG00000269343
ENSG00000256751,False,PLBD1-AS1,NCBITaxon:9606,gene,1220,lncRNA,ENSG00000256751
ENSG00000147419,False,CCDC25,NCBITaxon:9606,gene,877,protein_coding,ENSG00000147419
ENSG00000182771,False,GRID1,NCBITaxon:9606,gene,3243,protein_coding,ENSG00000182771
ENSG00000156869,False,FRRS1,NCBITaxon:9606,gene,1304,protein_coding,ENSG00000156869
ENSG00000287624,False,ENSG00000287624,NCBITaxon:9606,gene,689,lncRNA,ENSG00000287624
ENSG00000171204,False,TMEM126B,NCBITaxon:9606,gene,853,protein_coding,ENSG00000171204
ENSG00000197136,False,PCNX3,NCBITaxon:9606,gene,1229,protein_coding,ENSG00000197136
ENSG00000196365,False,LONP1,NCBITaxon:9606,gene,913,protein_coding,ENSG00000196365
ENSG00000182271,False,TMIGD1,NCBITaxon:9606,gene,1175,protein_coding,ENSG00000182271
ENSG00000139354,False,GAS2L3,NCBITaxon:9606,gene,2218,protein_coding,ENSG00000139354
ENSG00000287261,False,HPS1-AS1,NCBITaxon:9606,gene,921,lncRNA,ENSG00000287261
ENSG00000086991,False,NOX4,NCBITaxon:9606,gene,1774,protein_coding,ENSG00000086991
ENSG00000196531,False,NACA,NCBITaxon:9606,gene,888,protein_coding,ENSG00000196531
ENSG00000248559,False,ENSG00000248559,NCBITaxon:9606,gene,520,lncRNA,ENSG00000248559
ENSG00000249951,False,ENSG00000249951,NCBITaxon:9606,gene,215,lncRNA,ENSG00000249951
ENSG00000231039,False,ENSG00000231039,NCBITaxon:9606,gene,1463,lncRNA,ENSG00000231039
ENSG00000227388,False,ENSG00000227388,NCBITaxon:9606,gene,715,lncRNA,ENSG00000227388
ENSG00000140968,False,IRF8,NCBITaxon:9606,gene,1731,protein_coding,ENSG00000140968
ENSG00000179284,False,DAND5,NCBITaxon:9606,gene,1756,protein_coding,ENSG00000179284
ENSG00000120697,False,ALG5,NCBITaxon:9606,gene,1164,protein_coding,ENSG00000120697
ENSG00000261856,False,LINC02186,NCBITaxon:9606,gene,885,lncRNA,ENSG00000261856
ENSG00000125848,False,FLRT3,NCBITaxon:9606,gene,4776,protein_coding,ENSG00000125848
ENSG00000273816,False,ENSG00000273816,NCBITaxon:9606,gene,232,lncRNA,ENSG00000273816
ENSG00000176563,False,CNTD1,NCBITaxon:9606,gene,904,protein_coding,ENSG00000176563
ENSG00000128563,False,PRKRIP1,NCBITaxon:9606,gene,1843,protein_coding,ENSG00000128563
ENSG00000167614,False,TTYH1,NCBITaxon:9606,gene,716,protein_coding,ENSG00000167614
ENSG00000227945,False,PTPRK-AS1,NCBITaxon:9606,gene,752,lncRNA,ENSG00000227945
ENSG00000261924,False,ENSG00000261924,NCBITaxon:9606,gene,2091,lncRNA,ENSG00000261924
ENSG00000269713,False,NBPF9,NCBITaxon:9606,gene,4131,protein_coding,ENSG00000269713
ENSG00000241469,False,LINC00635,NCBITaxon:9606,gene,1456,lncRNA,ENSG00000241469
ENSG00000204209,False,DAXX,NCBITaxon:9606,gene,847,protein_coding,ENSG00000204209
ENSG00000269352,False,PTOV1-AS2,NCBITaxon:9606,gene,596,lncRNA,ENSG00000269352
ENSG00000287684,False,ENSG00000287684,NCBITaxon:9606,gene,721,lncRNA,ENSG00000287684
ENSG00000170638,False,TRABD,NCBITaxon:9606,gene,2238,protein_coding,ENSG00000170638
ENSG00000047597,False,XK,NCBITaxon:9606,gene,5174,protein_coding,ENSG00000047597
ENSG00000100324,False,TAB1,NCBITaxon:9606,gene,574,protein_coding,ENSG00000100324
ENSG00000169218,False,RSPO1,NCBITaxon:9606,gene,2397,protein_coding,ENSG00000169218
ENSG00000251471,False,ENSG00000251471,NCBITaxon:9606,gene,611,lncRNA,ENSG00000251471
ENSG00000156469,False,MTERF3,NCBITaxon:9606,gene,1148,protein_coding,ENSG00000156469
ENSG00000143126,False,CELSR2,NCBITaxon:9606,gene,3319,protein_coding,ENSG00000143126
ENSG00000107341,False,UBE2R2,NCBITaxon:9606,gene,4477,protein_coding,ENSG00000107341
ENSG00000152556,False,PFKM,NCBITaxon:9606,gene,659,protein_coding,ENSG00000152556
ENSG00000069667,False,RORA,NCBITaxon:9606,gene,609,protein_coding,ENSG00000069667
ENSG00000132530,False,XAF1,NCBITaxon:9606,gene,588,protein_coding,ENSG00000132530
ENSG00000185904,False,LINC00839,NCBITaxon:9606,gene,1941,lncRNA,ENSG00000185904
ENSG00000126945,False,HNRNPH2,NCBITaxon:9606,gene,2296,protein_coding,ENSG00000126945
ENSG00000259517,False,LINC02169,NCBITaxon:9606,gene,728,lncRNA,ENSG00000259517
ENSG00000226179,False,LINC00685,NCBITaxon:9606,gene,428,lncRNA,ENSG00000226179
ENSG00000260750,False,ENSG00000260750,NCBITaxon:9606,gene,4420,lncRNA,ENSG00000260750
ENSG00000172339,False,ALG14,NCBITaxon:9606,gene,446,protein_coding,ENSG00000172339
ENSG00000237441,False,RGL2,NCBITaxon:9606,gene,1037,protein_coding,ENSG00000237441
ENSG00000105993,False,DNAJB6,NCBITaxon:9606,gene,775,protein_coding,ENSG00000105993
ENSG00000059691,False,GATB,NCBITaxon:9606,gene,1109,protein_coding,ENSG00000059691
ENSG00000237378,False,ENSG00000237378,NCBITaxon:9606,gene,1106,protein_coding,ENSG00000237378
ENSG00000267199,False,ENSG00000267199,NCBITaxon:9606,gene,739,lncRNA,ENSG00000267199
ENSG00000141569,False,TRIM65,NCBITaxon:9606,gene,865,protein_coding,ENSG00000141569
ENSG00000116667,False,C1orf21,NCBITaxon:9606,gene,2631,protein_coding,ENSG00000116667
ENSG00000241839,False,PLEKHO2,NCBITaxon:9606,gene,3629,protein_coding,ENSG00000241839
ENSG00000182481,False,KPNA2,NCBITaxon:9606,gene,2076,protein_coding,ENSG00000182481
ENSG00000261008,False,LINC01572,NCBITaxon:9606,gene,830,lncRNA,ENSG00000261008
ENSG00000105364,False,MRPL4,NCBITaxon:9606,gene,1118,protein_coding,ENSG00000105364
ENSG00000184985,False,SORCS2,NCBITaxon:9606,gene,762,protein_coding,ENSG00000184985
ENSG00000149656,False,ENSG00000149656,NCBITaxon:9606,gene,183,transcribed_unprocessed_pseudogene,ENSG00000149656
ENSG00000239569,False,KMT2E-AS1,NCBITaxon:9606,gene,1018,lncRNA,ENSG00000239569
ENSG00000147647,False,DPYS,NCBITaxon:9606,gene,613,protein_coding,ENSG00000147647
ENSG00000021762,False,OSBPL5,NCBITaxon:9606,gene,795,protein_coding,ENSG00000021762
ENSG00000114450,False,GNB4,NCBITaxon:9606,gene,1180,protein_coding,ENSG00000114450
ENSG00000287183,False,ENSG00000287183,NCBITaxon:9606,gene,700,lncRNA,ENSG00000287183
ENSG00000094755,False,GABRP,NCBITaxon:9606,gene,710,protein_coding,ENSG00000094755
ENSG00000172733,False,PURG,NCBITaxon:9606,gene,2693,protein_coding,ENSG00000172733
ENSG00000100307,False,CBX7,NCBITaxon:9606,gene,734,protein_coding,ENSG00000100307
ENSG00000167910,False,CYP7A1,NCBITaxon:9606,gene,2877,protein_coding,ENSG00000167910
ENSG00000104808,False,DHDH,NCBITaxon:9606,gene,745,protein_coding,ENSG00000104808
ENSG00000154930,False,ACSS1,NCBITaxon:9606,gene,3509,protein_coding,ENSG00000154930
ENSG00000250899,False,ENSG00000250899,NCBITaxon:9606,gene,3514,lncRNA,ENSG00000250899
ENSG00000137185,False,ZSCAN9,NCBITaxon:9606,gene,1601,protein_coding,ENSG00000137185
ENSG00000110719,False,TCIRG1,NCBITaxon:9606,gene,1284,protein_coding,ENSG00000110719
ENSG00000250195,False,ENSG00000250195,NCBITaxon:9606,gene,366,lncRNA,ENSG00000250195
ENSG00000198205,False,ZXDA,NCBITaxon:9606,gene,5029,protein_coding,ENSG00000198205
ENSG00000107874,False,CUEDC2,NCBITaxon:9606,gene,804,protein_coding,ENSG00000107874
ENSG00000112175,False,BMP5,NCBITaxon:9606,gene,3970,protein_coding,ENSG00000112175
ENSG00000223492,False,ENSG00000223492,NCBITaxon:9606,gene,1620,lncRNA,ENSG00000223492
ENSG00000267642,False,ASXL3-DT,NCBITaxon:9606,gene,2492,lncRNA,ENSG00000267642
ENSG00000274425,False,ENSG00000274425,NCBITaxon:9606,gene,2813,lncRNA,ENSG00000274425
ENSG00000286212,False,ENSG00000286212,NCBITaxon:9606,gene,1241,lncRNA,ENSG00000286212
ENSG00000160961,False,ZNF333,NCBITaxon:9606,gene,1480,protein_coding,ENSG00000160961
ENSG00000203705,False,TATDN3,NCBITaxon:9606,gene,794,protein_coding,ENSG00000203705
ENSG00000125386,False,FAM193A,NCBITaxon:9606,gene,4110,protein_coding,ENSG00000125386
ENSG00000259073,False,FOXN3-AS2,NCBITaxon:9606,gene,1262,lncRNA,ENSG00000259073
ENSG00000253286,False,ENSG00000253286,NCBITaxon:9606,gene,1130,lncRNA,ENSG00000253286
ENSG00000282916,False,LINC02746,NCBITaxon:9606,gene,1791,lncRNA,ENSG00000282916
ENSG00000224643,False,ENSG00000224643,NCBITaxon:9606,gene,525,lncRNA,ENSG00000224643
ENSG00000197013,False,ZNF429,NCBITaxon:9606,gene,756,protein_coding,ENSG00000197013
ENSG00000187758,False,ADH1A,NCBITaxon:9606,gene,1401,protein_coding,ENSG00000187758
ENSG00000185499,False,MUC1,NCBITaxon:9606,gene,879,protein_coding,ENSG00000185499
ENSG00000254178,False,ENSG00000254178,NCBITaxon:9606,gene,524,lncRNA,ENSG00000254178
ENSG00000242578,False,ENSG00000242578,NCBITaxon:9606,gene,664,lncRNA,ENSG00000242578
ENSG00000177112,False,IRAG1-AS1,NCBITaxon:9606,gene,694,lncRNA,ENSG00000177112
ENSG00000165164,False,CFAP47,NCBITaxon:9606,gene,2298,protein_coding,ENSG00000165164
ENSG00000196932,False,TMEM26,NCBITaxon:9606,gene,2520,protein_coding,ENSG00000196932
ENSG00000116209,False,TMEM59,NCBITaxon:9606,gene,1074,protein_coding,ENSG00000116209
ENSG00000163645,False,ERICH6,NCBITaxon:9606,gene,1219,protein_coding,ENSG00000163645
ENSG00000224846,False,NQO2-AS1,NCBITaxon:9606,gene,727,lncRNA,ENSG00000224846
ENSG00000048140,False,TSPAN17,NCBITaxon:9606,gene,2361,protein_coding,ENSG00000048140
ENSG00000173409,False,ARV1,NCBITaxon:9606,gene,1037,protein_coding,ENSG00000173409
ENSG00000119314,False,PTBP3,NCBITaxon:9606,gene,3240,protein_coding,ENSG00000119314
ENSG00000272031,False,ANKRD34A,NCBITaxon:9606,gene,716,protein_coding,ENSG00000272031
ENSG00000149346,False,SLX4IP,NCBITaxon:9606,gene,3326,protein_coding,ENSG00000149346
ENSG00000155111,False,CDK19,NCBITaxon:9606,gene,1100,protein_coding,ENSG00000155111
ENSG00000287825,False,ENSG00000287825,NCBITaxon:9606,gene,472,lncRNA,ENSG00000287825
ENSG00000250548,False,LINC01303,NCBITaxon:9606,gene,470,lncRNA,ENSG00000250548
ENSG00000235446,False,LINC02791,NCBITaxon:9606,gene,537,lncRNA,ENSG00000235446
ENSG00000256029,False,ENSG00000256029,NCBITaxon:9606,gene,520,protein_coding,ENSG00000256029
ENSG00000181135,False,ZNF707,NCBITaxon:9606,gene,571,protein_coding,ENSG00000181135
ENSG00000080493,False,SLC4A4,NCBITaxon:9606,gene,4020,protein_coding,ENSG00000080493
ENSG00000178026,False,LRRC75B,NCBITaxon:9606,gene,1325,protein_coding,ENSG00000178026
ENSG00000114455,False,HHLA2,NCBITaxon:9606,gene,1457,protein_coding,ENSG00000114455
ENSG00000267575,False,LINC02987,NCBITaxon:9606,gene,1125,lncRNA,ENSG00000267575
ENSG00000254837,False,LIPT2-AS1,NCBITaxon:9606,gene,2493,lncRNA,ENSG00000254837
ENSG00000102048,False,ASB9,NCBITaxon:9606,gene,1153,protein_coding,ENSG00000102048
ENSG00000122512,False,PMS2,NCBITaxon:9606,gene,3499,protein_coding,ENSG00000122512
ENSG00000242616,False,GNG10,NCBITaxon:9606,gene,1201,protein_coding,ENSG00000242616
ENSG00000179141,False,MTUS2-AS1,NCBITaxon:9606,gene,1145,lncRNA,ENSG00000179141
ENSG00000284070,False,ENSG00000284070,NCBITaxon:9606,gene,4634,lncRNA,ENSG00000284070
ENSG00000105197,False,TIMM50,NCBITaxon:9606,gene,770,protein_coding,ENSG00000105197
ENSG00000078699,False,CBFA2T2,NCBITaxon:9606,gene,7309,protein_coding,ENSG00000078699
ENSG00000270052,False,ENSG00000270052,NCBITaxon:9606,gene,435,lncRNA,ENSG00000270052
ENSG00000269843,False,ENSG00000269843,NCBITaxon:9606,gene,482,lncRNA,ENSG00000269843
ENSG00000260608,False,ENSG00000260608,NCBITaxon:9606,gene,516,lncRNA,ENSG00000260608
ENSG00000174255,False,ZNF80,NCBITaxon:9606,gene,2751,protein_coding,ENSG00000174255
ENSG00000106554,False,CHCHD3,NCBITaxon:9606,gene,1174,protein_coding,ENSG00000106554
ENSG00000168522,False,FNTA,NCBITaxon:9606,gene,675,protein_coding,ENSG00000168522
ENSG00000124602,False,UNC5CL,NCBITaxon:9606,gene,2236,protein_coding,ENSG00000124602
ENSG00000189306,False,RRP7A,NCBITaxon:9606,gene,932,protein_coding,ENSG00000189306
ENSG00000257890,False,ENSG00000257890,NCBITaxon:9606,gene,1529,lncRNA,ENSG00000257890
ENSG00000152382,False,TADA1,NCBITaxon:9606,gene,2317,protein_coding,ENSG00000152382
ENSG00000162595,False,DIRAS3,NCBITaxon:9606,gene,2173,protein_coding,ENSG00000162595
ENSG00000286876,False,ENSG00000286876,NCBITaxon:9606,gene,1244,lncRNA,ENSG00000286876
ENSG00000128610,False,FEZF1,NCBITaxon:9606,gene,1368,protein_coding,ENSG00000128610
ENSG00000237693,False,IRGM,NCBITaxon:9606,gene,685,protein_coding,ENSG00000237693
ENSG00000113361,False,CDH6,NCBITaxon:9606,gene,2569,protein_coding,ENSG00000113361
ENSG00000173546,False,CSPG4,NCBITaxon:9606,gene,8290,protein_coding,ENSG00000173546
ENSG00000167676,False,PLIN4,NCBITaxon:9606,gene,6493,protein_coding,ENSG00000167676
ENSG00000183495,False,EP400,NCBITaxon:9606,gene,3129,protein_coding,ENSG00000183495
ENSG00000162496,False,DHRS3,NCBITaxon:9606,gene,1273,protein_coding,ENSG00000162496
ENSG00000159251,False,ACTC1,NCBITaxon:9606,gene,1422,protein_coding,ENSG00000159251
ENSG00000272265,False,ENSG00000272265,NCBITaxon:9606,gene,461,lncRNA,ENSG00000272265
ENSG00000108256,False,NUFIP2,NCBITaxon:9606,gene,5718,protein_coding,ENSG00000108256
ENSG00000165689,False,ENTR1,NCBITaxon:9606,gene,686,protein_coding,ENSG00000165689
ENSG00000205571,False,SMN2,NCBITaxon:9606,gene,867,protein_coding,ENSG00000205571
ENSG00000118156,False,ZNF541,NCBITaxon:9606,gene,2586,protein_coding,ENSG00000118156
ENSG00000170961,False,HAS2,NCBITaxon:9606,gene,4240,protein_coding,ENSG00000170961
ENSG00000121988,False,ZRANB3,NCBITaxon:9606,gene,2494,protein_coding,ENSG00000121988
ENSG00000228586,False,ENSG00000228586,NCBITaxon:9606,gene,625,lncRNA,ENSG00000228586
ENSG00000149483,False,TMEM138,NCBITaxon:9606,gene,1654,protein_coding,ENSG00000149483
ENSG00000188909,False,BSX,NCBITaxon:9606,gene,944,protein_coding,ENSG00000188909
ENSG00000148019,False,CEP78,NCBITaxon:9606,gene,2582,protein_coding,ENSG00000148019
ENSG00000274253,False,ENSG00000274253,NCBITaxon:9606,gene,1449,lncRNA,ENSG00000274253
ENSG00000273210,False,ENSG00000273210,NCBITaxon:9606,gene,456,lncRNA,ENSG00000273210
ENSG00000224934,False,GOT1-DT,NCBITaxon:9606,gene,1195,lncRNA,ENSG00000224934
ENSG00000260484,False,ENSG00000260484,NCBITaxon:9606,gene,2172,lncRNA,ENSG00000260484
ENSG00000112118,False,MCM3,NCBITaxon:9606,gene,2795,protein_coding,ENSG00000112118
ENSG00000227014,False,FKBP14-AS1,NCBITaxon:9606,gene,618,lncRNA,ENSG00000227014
ENSG00000235106,False,BRD3OS,NCBITaxon:9606,gene,935,protein_coding,ENSG00000235106
ENSG00000160194,False,NDUFV3,NCBITaxon:9606,gene,3352,protein_coding,ENSG00000160194
ENSG00000177683,False,THAP5,NCBITaxon:9606,gene,874,protein_coding,ENSG00000177683
ENSG00000286147,False,ENSG00000286147,NCBITaxon:9606,gene,4893,lncRNA,ENSG00000286147
ENSG00000084693,False,AGBL5,NCBITaxon:9606,gene,1261,protein_coding,ENSG00000084693
ENSG00000227227,False,ENSG00000227227,NCBITaxon:9606,gene,571,lncRNA,ENSG00000227227
ENSG00000263120,False,ENSG00000263120,NCBITaxon:9606,gene,2356,lncRNA,ENSG00000263120
ENSG00000270048,False,ENSG00000270048,NCBITaxon:9606,gene,263,lncRNA,ENSG00000270048
ENSG00000083635,False,NUFIP1,NCBITaxon:9606,gene,3480,protein_coding,ENSG00000083635
ENSG00000250344,False,NDNF-AS1,NCBITaxon:9606,gene,621,lncRNA,ENSG00000250344
ENSG00000165553,False,NGB,NCBITaxon:9606,gene,1778,protein_coding,ENSG00000165553
ENSG00000250930,False,LNX1-AS1,NCBITaxon:9606,gene,461,lncRNA,ENSG00000250930
ENSG00000238258,False,ENSG00000238258,NCBITaxon:9606,gene,989,lncRNA,ENSG00000238258
ENSG00000172519,False,OR10H5,NCBITaxon:9606,gene,3754,protein_coding,ENSG00000172519
ENSG00000103269,False,RHBDL1,NCBITaxon:9606,gene,1509,protein_coding,ENSG00000103269
ENSG00000099957,False,P2RX6,NCBITaxon:9606,gene,1834,protein_coding,ENSG00000099957
ENSG00000099139,False,PCSK5,NCBITaxon:9606,gene,4731,protein_coding,ENSG00000099139
ENSG00000149131,False,SERPING1,NCBITaxon:9606,gene,1749,protein_coding,ENSG00000149131
ENSG00000141522,False,ARHGDIA,NCBITaxon:9606,gene,637,protein_coding,ENSG00000141522
ENSG00000174332,False,GLIS1,NCBITaxon:9606,gene,2841,protein_coding,ENSG00000174332
ENSG00000249993,False,BFSP2-AS1,NCBITaxon:9606,gene,658,lncRNA,ENSG00000249993
ENSG00000149925,False,ALDOA,NCBITaxon:9606,gene,801,protein_coding,ENSG00000149925
ENSG00000138459,False,SLC35A5,NCBITaxon:9606,gene,840,protein_coding,ENSG00000138459
ENSG00000163581,False,SLC2A2,NCBITaxon:9606,gene,1533,protein_coding,ENSG00000163581
ENSG00000262119,False,ENSG00000262119,NCBITaxon:9606,gene,1771,lncRNA,ENSG00000262119
ENSG00000205867,False,KRTAP5-2,NCBITaxon:9606,gene,1118,protein_coding,ENSG00000205867
ENSG00000261433,False,ENSG00000261433,NCBITaxon:9606,gene,541,lncRNA,ENSG00000261433
ENSG00000104361,False,NIPAL2,NCBITaxon:9606,gene,596,protein_coding,ENSG00000104361
ENSG00000269210,False,ENSG00000269210,NCBITaxon:9606,gene,1111,lncRNA,ENSG00000269210
ENSG00000120162,False,MOB3B,NCBITaxon:9606,gene,3661,protein_coding,ENSG00000120162
ENSG00000099204,False,ABLIM1,NCBITaxon:9606,gene,2255,protein_coding,ENSG00000099204
ENSG00000124613,False,ZNF391,NCBITaxon:9606,gene,729,protein_coding,ENSG00000124613
ENSG00000140527,False,WDR93,NCBITaxon:9606,gene,1886,protein_coding,ENSG00000140527
ENSG00000250906,False,ENSG00000250906,NCBITaxon:9606,gene,477,lncRNA,ENSG00000250906
ENSG00000105583,False,WDR83OS,NCBITaxon:9606,gene,619,protein_coding,ENSG00000105583
ENSG00000183775,False,KCTD16,NCBITaxon:9606,gene,13719,protein_coding,ENSG00000183775
ENSG00000130775,False,THEMIS2,NCBITaxon:9606,gene,1082,protein_coding,ENSG00000130775
ENSG00000253641,False,LINC03022,NCBITaxon:9606,gene,833,lncRNA,ENSG00000253641
