receptor,ligand,n_db,m_r_score,m_l_score,m_r_lfc,m_l_lfc,h_r_score,h_l_score,h_r_lfc,h_l_lfc,m_strict,h_strict,conservation,m_mismatch_score,h_mismatch_score,avg_mismatch_score
FGFR1,FGF18,4,9.19,16.61,-25.93,3.12,7.1,0.24,0.5478,0.1585,no,no,neither,0.0,0.0,0.0
FGFR2,FGF18,4,12.09,16.61,4.81,3.12,3.48,0.24,0.3913,0.1585,no,no,neither,0.0,0.0,0.0
FGFR3,FGF18,4,1.08,16.61,-1.07,3.12,-0.09,0.24,-0.2593,0.1585,no,no,neither,0.0,0.0,0.0
FGFR4,FGF18,4,-0.0,16.61,-0.58,3.12,0.02,0.24,0.4177,0.1585,no,no,neither,0.0,0.0,0.0
FGFR1,FGF19,3,9.19,,-25.93,,7.1,,0.5478,,no_data,no,neither,0.0,0.0,0.0
FGFR2,FGF19,3,12.09,,4.81,,3.48,,0.3913,,no_data,no,neither,0.0,0.0,0.0
FGFR3,FGF19,3,1.08,,-1.07,,-0.09,,-0.2593,,no_data,no,neither,0.0,0.0,0.0
FGFR4,FGF19,4,-0.0,,-0.58,,0.02,,0.4177,,no_data,no,neither,0.0,0.0,0.0
KLB,FGF19,4,-0.03,,-1.84,,0.26,,1.056,,no_data,no,neither,0.0,0.0,0.0
CD44,FGF2,4,45.04,14.35,65.3,-3.87,4.13,2.91,0.4064,0.3122,no,no,neither,0.0,0.0,0.0
FGFR1,FGF2,5,9.19,14.35,-25.93,-3.87,7.1,2.91,0.5478,0.3122,no,no,neither,0.0,0.0,0.0
FGFR2,FGF2,5,12.09,14.35,4.81,-3.87,3.48,2.91,0.3913,0.3122,no,no,neither,0.0,0.0,0.0
FGFR3,FGF2,5,1.08,14.35,-1.07,-3.87,-0.09,2.91,-0.2593,0.3122,no,no,neither,0.0,0.0,0.0
FGFR4,FGF2,5,-0.0,14.35,-0.58,-3.87,0.02,2.91,0.4177,0.3122,no,no,neither,0.0,0.0,0.0
FGFRL1,FGF2,4,71.37,14.35,43.27,-3.87,-0.5,2.91,-0.2432,0.3122,no,no,neither,0.0,0.0,0.0
GPC4,FGF2,4,74.65,14.35,40.1,-3.87,1.7,2.91,0.1929,0.3122,no,no,neither,0.0,0.0,0.0
NRP1,FGF2,4,-1.03,14.35,-64.02,-3.87,2.15,2.91,0.2032,0.3122,no,no,neither,0.0,0.0,0.0
SDC1,FGF2,4,89.79,14.35,53.42,-3.87,0.23,2.91,3.2825,0.3122,no,no,neither,0.0,0.0,0.0
SDC2,FGF2,4,-53.81,14.35,-199.44,-3.87,0.44,2.91,-0.0586,0.3122,no,no,neither,0.0,0.0,0.0
SDC3,FGF2,4,65.09,14.35,28.9,-3.87,1.53,2.91,0.9631,0.3122,no,no,neither,0.0,0.0,0.0
SDC4,FGF2,4,10.67,14.35,-41.42,-3.87,4.42,2.91,0.6729,0.3122,no,no,neither,0.0,0.0,0.0
FGFR3,FGF20,3,1.08,-0.03,-1.07,-4.77,-0.09,0.02,-0.2593,0.3983,trend,no,mouse_only,0.0028,0.0,0.0014
FGFR4,FGF20,4,-0.0,-0.03,-0.58,-4.77,0.02,0.02,0.4177,0.3983,no,no,neither,0.0,0.0,0.0
FGFR4,FGF21,4,-0.0,0.79,-0.58,-1.08,0.02,,0.4177,,no,no,neither,0.0,0.0,0.0
FGFR2,FGF22,5,12.09,0.37,4.81,0.35,3.48,0.14,0.3913,1.5409,no,no,neither,0.0,0.0,0.0
FGFR1,FGF23,4,9.19,0.01,-25.93,-1.24,7.1,0.21,0.5478,2.5904,no,no,neither,0.0,0.0,0.0
FGFR2,FGF23,4,12.09,0.01,4.81,-1.24,3.48,0.21,0.3913,2.5904,no,no,neither,0.0,0.0,0.0
FGFR3,FGF23,4,1.08,0.01,-1.07,-1.24,-0.09,0.21,-0.2593,2.5904,no,no,neither,0.0,0.0,0.0
FGFR4,FGF23,4,-0.0,0.01,-0.58,-1.24,0.02,0.21,0.4177,2.5904,no,no,neither,0.0,0.0,0.0
PHEX,FGF23,3,0.33,0.01,0.84,-1.24,0.34,0.21,0.5773,2.5904,no,no,neither,0.0,0.0,0.0
FGFR1,FGF3,4,9.19,0.01,-25.93,0.74,7.1,,0.5478,,no,no,neither,0.0,0.0,0.0
FGFR2,FGF3,5,12.09,0.01,4.81,0.74,3.48,,0.3913,,no,no,neither,0.0,0.0,0.0
FGFR3,FGF3,4,1.08,0.01,-1.07,0.74,-0.09,,-0.2593,,no,no,neither,0.0,0.0,0.0
FGFR4,FGF3,4,-0.0,0.01,-0.58,0.74,0.02,,0.4177,,no,no,neither,0.0,0.0,0.0
FGFR1,FGF4,5,9.19,,-25.93,,7.1,,0.5478,,no_data,no,neither,0.0,0.0,0.0
FGFR2,FGF4,4,12.09,,4.81,,3.48,,0.3913,,no_data,no,neither,0.0,0.0,0.0
FGFR3,FGF4,4,1.08,,-1.07,,-0.09,,-0.2593,,no_data,no,neither,0.0,0.0,0.0
FGFR4,FGF4,4,-0.0,,-0.58,,0.02,,0.4177,,no_data,no,neither,0.0,0.0,0.0
NRP1,FGF4,4,-1.03,,-64.02,,2.15,,0.2032,,no_data,no,neither,0.0,0.0,0.0
FGFR1,FGF5,5,9.19,-0.32,-25.93,-1.02,7.1,-0.03,0.5478,-19.554,trend,trend,CONSERVED_relaxed,0.0238,0.0178,0.0208
FGFR2,FGF5,4,12.09,-0.32,4.81,-1.02,3.48,-0.03,0.3913,-19.554,trend,trend,CONSERVED_relaxed,0.031,0.0088,0.0199
FGFR3,FGF5,4,1.08,-0.32,-1.07,-1.02,-0.09,-0.03,-0.2593,-19.554,trend,no,mouse_only,0.0035,0.0,0.0017
FGFR4,FGF5,4,-0.0,-0.32,-0.58,-1.02,0.02,-0.03,0.4177,-19.554,no,trend,human_only,0.0,0.0001,0.0001
FGFR1,FGF6,5,9.19,-0.01,-25.93,-3.58,7.1,-0.03,0.5478,-19.066,trend,trend,CONSERVED_relaxed,0.023,0.0178,0.0204
FGFR2,FGF6,4,12.09,-0.01,4.81,-3.58,3.48,-0.03,0.3913,-19.066,trend,trend,CONSERVED_relaxed,0.0303,0.0088,0.0195
FGFR3,FGF6,4,1.08,-0.01,-1.07,-3.58,-0.09,-0.03,-0.2593,-19.066,trend,no,mouse_only,0.0027,0.0,0.0014
FGFR4,FGF6,4,-0.0,-0.01,-0.58,-3.58,0.02,-0.03,0.4177,-19.066,no,trend,human_only,0.0,0.0001,0.0001
FGFR1,FGF7,4,9.19,9.64,-25.93,-4.87,7.1,0.13,0.5478,-0.0212,no,no,neither,0.0,0.0,0.0
FGFR2,FGF7,5,12.09,9.64,4.81,-4.87,3.48,0.13,0.3913,-0.0212,no,no,neither,0.0,0.0,0.0
FGFR3,FGF7,4,1.08,9.64,-1.07,-4.87,-0.09,0.13,-0.2593,-0.0212,no,no,neither,0.0,0.0,0.0
FGFR4,FGF7,3,-0.0,9.64,-0.58,-4.87,0.02,0.13,0.4177,-0.0212,no,no,neither,0.0,0.0,0.0
NRP1,FGF7,4,-1.03,9.64,-64.02,-4.87,2.15,0.13,0.2032,-0.0212,no,no,neither,0.0,0.0,0.0
FGFR1,FGF8,4,9.19,-0.2,-25.93,-2.93,7.1,0.01,0.5478,0.4364,trend,no,mouse_only,0.0235,0.0,0.0117
FGFR2,FGF8,4,12.09,-0.2,4.81,-2.93,3.48,0.01,0.3913,0.4364,trend,no,mouse_only,0.0307,0.0,0.0154
FGFR3,FGF8,5,1.08,-0.2,-1.07,-2.93,-0.09,0.01,-0.2593,0.4364,trend,no,mouse_only,0.0032,0.0,0.0016
FGFR4,FGF8,4,-0.0,-0.2,-0.58,-2.93,0.02,0.01,0.4177,0.4364,no,no,neither,0.0,0.0,0.0
FGFR1,FGF9,4,9.19,9.27,-25.93,4.0,7.1,5.97,0.5478,0.6052,no,no,neither,0.0,0.0,0.0
FGFR2,FGF9,4,12.09,9.27,4.81,4.0,3.48,5.97,0.3913,0.6052,no,no,neither,0.0,0.0,0.0
FGFR3,FGF9,5,1.08,9.27,-1.07,4.0,-0.09,5.97,-0.2593,0.6052,no,no,neither,0.0,0.0,0.0
FGFR4,FGF9,4,-0.0,9.27,-0.58,4.0,0.02,5.97,0.4177,0.6052,no,no,neither,0.0,0.0,0.0
ITGA2B,FGG,4,14.9,0.1,2.76,1.64,0.84,0.08,0.92,1.3624,no,no,neither,0.0,0.0,0.0
ITGA5,FGG,4,33.0,0.1,17.47,1.64,0.93,0.08,0.3136,1.3624,no,no,neither,0.0,0.0,0.0
ITGAV,FGG,4,71.96,0.1,50.48,1.64,1.38,0.08,0.1033,1.3624,no,no,neither,0.0,0.0,0.0
ITGB1,FGG,4,118.2,0.1,334.47,1.64,5.8,0.08,0.4347,1.3624,no,no,neither,0.0,0.0,0.0
ITGB2,FGG,4,-0.42,0.1,-1.87,1.64,0.28,0.08,0.6003,1.3624,no,no,neither,0.0,0.0,0.0
EGFR,FGL1,4,36.78,0.66,9.12,0.27,-0.87,0.05,-0.0943,0.612,no,no,neither,0.0,0.0,0.0
FLT3,FLT3LG,5,-0.02,,-2.43,,-0.35,0.12,-0.5512,0.2289,no_data,no,neither,0.0,0.0,0.0
CD44,FN1,4,45.04,242.14,65.3,inf,4.13,14.33,0.4064,1.3082,no,no,neither,0.0,0.0,0.0
COL13A1,FN1,4,0.14,242.14,-0.81,inf,0.36,14.33,0.5838,1.3082,no,no,neither,0.0,0.0,0.0
ITGA2,FN1,4,4.21,242.14,0.74,inf,-1.09,14.33,-0.4748,1.3082,no,no,neither,0.0,0.0,0.0
ITGA2B,FN1,4,14.9,242.14,2.76,inf,0.84,14.33,0.92,1.3082,no,no,neither,0.0,0.0,0.0
ITGA3,FN1,3,-2.54,242.14,-1.81,inf,3.94,14.33,0.3865,1.3082,no,no,neither,0.0,0.0,0.0
ITGA4,FN1,4,0.71,242.14,-0.63,inf,-0.12,14.33,-0.2517,1.3082,no,no,neither,0.0,0.0,0.0
ITGA5,FN1,4,33.0,242.14,17.47,inf,0.93,14.33,0.3136,1.3082,no,no,neither,0.0,0.0,0.0
ITGA8,FN1,4,-2.93,242.14,-5.16,inf,-0.01,14.33,-0.0391,1.3082,no,no,neither,0.0,0.0,0.0
ITGA9,FN1,4,35.45,242.14,12.0,inf,0.41,14.33,0.0215,1.3082,no,no,neither,0.0,0.0,0.0
ITGAV,FN1,4,71.96,242.14,50.48,inf,1.38,14.33,0.1033,1.3082,no,no,neither,0.0,0.0,0.0
ITGB1,FN1,4,118.2,242.14,334.47,inf,5.8,14.33,0.4347,1.3082,no,no,neither,0.0,0.0,0.0
ITGB3,FN1,4,13.35,242.14,4.57,inf,0.53,14.33,0.295,1.3082,no,no,neither,0.0,0.0,0.0
ITGB6,FN1,4,-0.08,242.14,-1.15,inf,-0.05,14.33,-0.4907,1.3082,no,no,neither,0.0,0.0,0.0
ITGB7,FN1,4,0.08,242.14,-1.53,inf,0.05,14.33,0.3004,1.3082,no,no,neither,0.0,0.0,0.0
ITGB8,FN1,4,31.41,242.14,12.0,inf,0.09,14.33,0.0184,1.3082,no,no,neither,0.0,0.0,0.0
MAG,FN1,4,-0.12,242.14,-1.11,inf,0.05,14.33,1.3161,1.3082,no,no,neither,0.0,0.0,0.0
NT5E,FN1,4,-0.08,242.14,-2.69,inf,0.44,14.33,0.3832,1.3082,no,no,neither,0.0,0.0,0.0
PLAUR,FN1,4,18.34,242.14,3.18,inf,0.53,14.33,0.0354,1.3082,no,no,neither,0.0,0.0,0.0
SDC2,FN1,4,-53.81,242.14,-199.44,inf,0.44,14.33,-0.0586,1.3082,no,no,neither,0.0,0.0,0.0
TMPRSS6,FN1,3,2.52,242.14,0.33,inf,-0.05,14.33,-20.3012,1.3082,no,no,neither,0.0,0.0,0.0
TNFRSF11B,FN1,4,26.97,242.14,6.09,inf,3.35,14.33,0.5631,1.3082,no,no,neither,0.0,0.0,0.0
TSHR,FN1,4,0.45,242.14,0.65,inf,1.7,14.33,1.2325,1.3082,no,no,neither,0.0,0.0,0.0
FSHR,FSHB,5,,,,,0.29,,-0.0052,,no_data,no,neither,0.0,0.0,0.0
GALR1,GAL,5,,0.48,,-1.33,-0.02,-0.02,0.1602,-18.3012,no_data,no,neither,0.0,0.0,0.0
GALR2,GAL,5,6.16,0.48,2.79,-1.33,,-0.02,,-18.3012,no,no,neither,0.0,0.0,0.0
GALR3,GAL,5,0.13,0.48,1.3,-1.33,-0.0,-0.02,-16.2738,-18.3012,no,no,neither,0.0,0.0,0.0
GPR151,GAL,4,-0.0,0.48,-0.32,-1.33,,-0.02,,-18.3012,no,no,neither,0.0,0.0,0.0
GALR1,GALP,5,,,,,-0.02,0.06,0.1602,1.5039,no_data,no,neither,0.0,0.0,0.0
GALR2,GALP,5,6.16,,2.79,,,0.06,,1.5039,no_data,no,neither,0.0,0.0,0.0
GALR3,GALP,5,0.13,,1.3,,-0.0,0.06,-16.2738,1.5039,no_data,no,neither,0.0,0.0,0.0
AXL,GAS6,5,-69.06,14.13,-250.87,-14.0,1.59,0.41,0.2969,-0.0235,no,no,neither,0.0,0.0,0.0
MERTK,GAS6,5,7.01,14.13,0.87,-14.0,0.35,0.41,0.1197,-0.0235,no,no,neither,0.0,0.0,0.0
TYRO3,GAS6,5,25.49,14.13,8.31,-14.0,0.72,0.41,0.2831,-0.0235,no,no,neither,0.0,0.0,0.0
CCKBR,GAST,5,-0.01,0.13,-0.5,2.39,0.06,0.03,0.9366,2.6065,no,no,neither,0.0,0.0,0.0
GCGR,GCG,5,0.06,-0.01,-0.85,-1.47,,,,,trend,no,mouse_only,0.0002,0.0,0.0001
GLP1R,GCG,5,0.96,-0.01,1.33,-1.47,-0.07,,-0.2808,,trend,no,mouse_only,0.0024,0.0,0.0012
GLP2R,GCG,5,0.02,-0.01,1.28,-1.47,-0.17,,-1.0471,,trend,no,mouse_only,0.0001,0.0,0.0
ACVR1B,GDF11,4,7.97,17.54,1.05,4.69,1.58,0.8,0.3542,0.9654,no,no,neither,0.0,0.0,0.0
ACVR2A,GDF11,4,12.91,17.54,2.08,4.69,-0.23,0.8,-0.0667,0.9654,no,no,neither,0.0,0.0,0.0
ACVR2B,GDF11,4,-2.06,17.54,-4.41,4.69,0.47,0.8,0.194,0.9654,no,no,neither,0.0,0.0,0.0
ACVR1,GDF2,4,54.75,-0.53,21.96,-1.49,0.96,-0.01,0.0998,-17.8092,trend,trend,CONSERVED_relaxed,0.1382,0.0024,0.0703
ACVR2A,GDF2,4,12.91,-0.53,2.08,-1.49,-0.23,-0.01,-0.0667,-17.8092,trend,no,mouse_only,0.0336,0.0,0.0168
ACVR2B,GDF2,4,-2.06,-0.53,-4.41,-1.49,0.47,-0.01,0.194,-17.8092,no,trend,human_only,0.0,0.0012,0.0006
ACVRL1,GDF2,4,12.99,-0.53,-22.93,-1.49,0.37,-0.01,0.8245,-17.8092,trend,trend,CONSERVED_relaxed,0.0338,0.0009,0.0174
BMPR2,GDF2,4,44.49,-0.53,15.12,-1.49,0.67,-0.01,0.029,-17.8092,trend,trend,CONSERVED_relaxed,0.1126,0.0017,0.0571
ENG,GDF2,4,-12.61,-0.53,-72.96,-1.49,4.89,-0.01,0.5993,-17.8092,no,trend,human_only,0.0,0.0122,0.0061
ACVR1,GDF5,4,54.75,0.18,21.96,-0.32,0.96,-0.05,0.0998,-0.2296,no,trend,human_only,0.0,0.0025,0.0013
ACVR2A,GDF5,4,12.91,0.18,2.08,-0.32,-0.23,-0.05,-0.0667,-0.2296,no,no,neither,0.0,0.0,0.0
ACVR2B,GDF5,4,-2.06,0.18,-4.41,-0.32,0.47,-0.05,0.194,-0.2296,no,trend,human_only,0.0,0.0013,0.0007
BMPR1A,GDF5,4,41.83,0.18,9.56,-0.32,-0.18,-0.05,-0.031,-0.2296,no,no,neither,0.0,0.0,0.0
BMPR1B,GDF5,4,3.49,0.18,2.35,-0.32,-7.75,-0.05,-0.4775,-0.2296,no,no,neither,0.0,0.0,0.0
BMPR2,GDF5,4,44.49,0.18,15.12,-0.32,0.67,-0.05,0.029,-0.2296,no,trend,human_only,0.0,0.0018,0.0009
ROR2,GDF5,4,26.05,0.18,7.32,-0.32,5.16,-0.05,0.358,-0.2296,no,trend,human_only,0.0,0.013,0.0065
BMPR1A,GDF6,4,41.83,29.77,9.56,13.76,-0.18,0.75,-0.031,0.4308,no,no,neither,0.0,0.0,0.0
BMPR1B,GDF6,4,3.49,29.77,2.35,13.76,-7.75,0.75,-0.4775,0.4308,no,no,neither,0.0,0.0,0.0
BMPR2,GDF6,4,44.49,29.77,15.12,13.76,0.67,0.75,0.029,0.4308,no,no,neither,0.0,0.0,0.0
ACVR2A,GDF7,4,12.91,,2.08,,-0.23,-0.12,-0.0667,-1.2587,no_data,no,neither,0.0,0.0,0.0
BMPR1A,GDF7,4,41.83,,9.56,,-0.18,-0.12,-0.031,-1.2587,no_data,no,neither,0.0,0.0,0.0
BMPR2,GDF7,4,44.49,,15.12,,0.67,-0.12,0.029,-1.2587,no_data,trend,human_only,0.0,0.002,0.001
ACVR2A,GDF9,4,12.91,0.9,2.08,-1.58,-0.23,0.01,-0.0667,0.2314,no,no,neither,0.0,0.0,0.0
BMPR1A,GDF9,4,41.83,0.9,9.56,-1.58,-0.18,0.01,-0.031,0.2314,no,no,neither,0.0,0.0,0.0
BMPR1B,GDF9,4,3.49,0.9,2.35,-1.58,-7.75,0.01,-0.4775,0.2314,no,no,neither,0.0,0.0,0.0
BMPR2,GDF9,4,44.49,0.9,15.12,-1.58,0.67,0.01,0.029,0.2314,no,no,neither,0.0,0.0,0.0
TGFBR1,GDF9,4,34.27,0.9,8.33,-1.58,-4.75,0.01,-0.9176,0.2314,no,no,neither,0.0,0.0,0.0
GFRA1,GDNF,4,-13.65,0.55,-23.87,1.8,3.79,0.01,0.6879,0.2404,no,no,neither,0.0,0.0,0.0
GFRA2,GDNF,4,9.6,0.55,0.02,1.8,0.06,0.01,0.1149,0.2404,no,no,neither,0.0,0.0,0.0
RET,GDNF,4,-24.48,0.55,-27.71,1.8,0.15,0.01,1.3497,0.2404,no,no,neither,0.0,0.0,0.0
GHR,GH1,5,-9.35,,-48.15,,4.18,,0.2641,,no_data,no,neither,0.0,0.0,0.0
PRLR,GH1,4,-1.09,,-1.62,,0.54,,0.7544,,no_data,no,neither,0.0,0.0,0.0
GHR,GH2,5,-9.35,,-48.15,,4.18,,0.2641,,no_data,no,neither,0.0,0.0,0.0
GHRHR,GHRH,5,0.03,0.01,22.76,0.13,-0.25,-0.03,-0.2924,-0.3737,no,no,neither,0.0,0.0,0.0
VIPR1,GHRH,4,0.84,0.01,1.97,0.13,-0.21,-0.03,-1.2746,-0.3737,no,no,neither,0.0,0.0,0.0
GHRHR,GHRL,4,0.03,0.11,22.76,0.03,-0.25,0.4,-0.2924,0.7176,no,no,neither,0.0,0.0,0.0
GHSR,GHRL,5,0.0,0.11,0.04,0.03,-0.0,0.4,-15.318,0.7176,no,no,neither,0.0,0.0,0.0
GPR39,GHRL,5,37.06,0.11,13.94,0.03,0.47,0.4,0.1907,0.7176,no,no,neither,0.0,0.0,0.0
MLNR,GHRL,4,,0.11,,0.03,,0.4,,0.7176,no_data,no,neither,0.0,0.0,0.0
DPP4,GIP,4,-18.18,0.07,-17.1,3.4,4.76,0.11,0.437,1.4425,no,no,neither,0.0,0.0,0.0
GIPR,GIP,5,0.14,0.07,2.42,3.4,1.71,0.11,0.4223,1.4425,no,no,neither,0.0,0.0,0.0
ADCY1,GNAI2,4,0.48,42.72,0.51,62.15,0.55,6.22,0.9709,0.7716,no,no,neither,0.0,0.0,0.0
ADORA1,GNAI2,4,-5.06,42.72,-5.88,62.15,0.39,6.22,0.4455,0.7716,no,no,neither,0.0,0.0,0.0
ADRA2A,GNAI2,4,0.75,42.72,1.6,62.15,0.08,6.22,1.6444,0.7716,no,no,neither,0.0,0.0,0.0
ADRA2B,GNAI2,4,0.08,42.72,-1.92,62.15,0.01,6.22,0.2092,0.7716,no,no,neither,0.0,0.0,0.0
AGTR2,GNAI2,4,0.14,42.72,0.07,62.15,0.03,6.22,3.1456,0.7716,no,no,neither,0.0,0.0,0.0
C5AR1,GNAI2,4,-1.01,42.72,-4.71,62.15,0.51,6.22,0.4965,0.7716,no,no,neither,0.0,0.0,0.0
CAV1,GNAI2,4,13.03,42.72,-61.47,62.15,3.54,6.22,0.2573,0.7716,no,no,neither,0.0,0.0,0.0
CCR5,GNAI2,4,-0.37,42.72,-1.97,62.15,-0.04,6.22,-19.9691,0.7716,no,no,neither,0.0,0.0,0.0
CHRM1,GNAI2,3,,42.72,,62.15,-0.01,6.22,-18.372,0.7716,no_data,no,neither,0.0,0.0,0.0
CNR1,GNAI2,4,-0.07,42.72,-2.34,62.15,0.32,6.22,0.1834,0.7716,no,no,neither,0.0,0.0,0.0
CXCR1,GNAI2,4,,42.72,,62.15,-0.0,6.22,-16.0767,0.7716,no_data,no,neither,0.0,0.0,0.0
CXCR2,GNAI2,4,3.18,42.72,-20.21,62.15,-0.01,6.22,-18.1818,0.7716,no,no,neither,0.0,0.0,0.0
DRD2,GNAI2,3,-0.02,42.72,-3.79,62.15,0.03,6.22,0.5573,0.7716,no,no,neither,0.0,0.0,0.0
EDNRA,GNAI2,4,34.58,42.72,10.08,62.15,0.47,6.22,0.0527,0.7716,no,no,neither,0.0,0.0,0.0
EGFR,GNAI2,4,36.78,42.72,9.12,62.15,-0.87,6.22,-0.0943,0.7716,no,no,neither,0.0,0.0,0.0
F2R,GNAI2,4,50.0,42.72,26.41,62.15,-0.38,6.22,-0.9087,0.7716,no,no,neither,0.0,0.0,0.0
FPR1,GNAI2,4,-0.05,42.72,-2.9,62.15,0.56,6.22,1.0317,0.7716,no,no,neither,0.0,0.0,0.0
IGF1R,GNAI2,4,26.97,42.72,-0.05,62.15,0.44,6.22,0.0438,0.7716,no,no,neither,0.0,0.0,0.0
LHCGR,GNAI2,4,0.11,42.72,0.22,62.15,-0.04,6.22,-0.137,0.7716,no,no,neither,0.0,0.0,0.0
LPAR3,GNAI2,4,0.61,42.72,0.07,62.15,0.28,6.22,0.2482,0.7716,no,no,neither,0.0,0.0,0.0
MTNR1A,GNAI2,4,3.9,42.72,6.81,62.15,0.02,6.22,1.038,0.7716,no,no,neither,0.0,0.0,0.0
MTNR1B,GNAI2,4,,42.72,,62.15,-0.0,6.22,-15.3835,0.7716,no_data,no,neither,0.0,0.0,0.0
OPRD1,GNAI2,4,-0.01,42.72,-2.13,62.15,-0.04,6.22,-0.6293,0.7716,no,no,neither,0.0,0.0,0.0
OPRM1,GNAI2,4,,42.72,,62.15,0.23,6.22,0.6451,0.7716,no_data,no,neither,0.0,0.0,0.0
P2RY12,GNAI2,4,-0.34,42.72,-1.49,62.15,-0.08,6.22,-0.4775,0.7716,no,no,neither,0.0,0.0,0.0
PTPRU,GNAI2,3,0.58,42.72,-1.8,62.15,-0.2,6.22,-0.2086,0.7716,no,no,neither,0.0,0.0,0.0
TBXA2R,GNAI2,4,45.23,42.72,19.67,62.15,0.39,6.22,1.3194,0.7716,no,no,neither,0.0,0.0,0.0
TSHR,GNAI2,4,0.45,42.72,0.65,62.15,1.7,6.22,1.2325,0.7716,no,no,neither,0.0,0.0,0.0
ADORA1,GNAS,3,-5.06,,-5.88,,0.39,1.93,0.4455,0.0996,no_data,no,neither,0.0,0.0,0.0
ADRB3,GNAS,3,0.98,,0.91,,,1.93,,0.0996,no_data,no,neither,0.0,0.0,0.0
AVPR2,GNAS,4,-0.01,,-1.21,,0.02,1.93,0.2735,0.0996,no_data,no,neither,0.0,0.0,0.0
CRHR1,GNAS,4,,,,,-0.04,1.93,0.0102,0.0996,no_data,no,neither,0.0,0.0,0.0
GCGR,GNAS,4,0.06,,-0.85,,,1.93,,0.0996,no_data,no,neither,0.0,0.0,0.0
HTR6,GNAS,3,0.01,,-0.55,,0.1,1.93,2.5849,0.0996,no_data,no,neither,0.0,0.0,0.0
LHCGR,GNAS,4,0.11,,0.22,,-0.04,1.93,-0.137,0.0996,no_data,no,neither,0.0,0.0,0.0
PTGDR,GNAS,4,-0.03,,-22.81,,0.04,1.93,-0.0281,0.0996,no_data,no,neither,0.0,0.0,0.0
PTGIR,GNAS,3,-19.31,,-28.56,,0.12,1.93,0.3881,0.0996,no_data,no,neither,0.0,0.0,0.0
TSHR,GNAS,4,0.45,,0.65,,1.7,1.93,1.2325,0.0996,no_data,no,neither,0.0,0.0,0.0
VIPR1,GNAS,4,0.84,,1.97,,-0.21,1.93,-1.2746,0.0996,no_data,no,neither,0.0,0.0,0.0
TGFBR1,GNB3,3,34.27,-0.3,8.33,-2.59,-4.75,-0.27,-0.9176,-1.4779,trend,no,mouse_only,0.0864,0.0,0.0432
GNRHR,GNRH1,5,-2.26,0.35,-4.24,-0.52,0.5,0.23,1.9287,0.3797,no,no,neither,0.0,0.0,0.0
GNRHR,GNRH2,5,-2.26,,-4.24,,0.5,0.01,1.9287,0.0557,no_data,no,neither,0.0,0.0,0.0
CD81,GPC3,4,,1.77,,-20.12,10.39,3.17,0.7655,0.7462,no_data,no,neither,0.0,0.0,0.0
IGF1R,GPC3,4,26.97,1.77,-0.05,-20.12,0.44,3.17,0.0438,0.7462,no,no,neither,0.0,0.0,0.0
TSHR,GPHA2,4,0.45,-0.15,0.65,-0.6,1.7,-0.0,1.2325,-16.0655,trend,trend,CONSERVED_relaxed,0.0015,0.0043,0.0029
AMFR,GPI,4,20.81,,-7.72,,0.9,5.67,0.0919,0.489,no_data,no,neither,0.0,0.0,0.0
KDR,GREM1,3,-8.67,0.36,-27.74,0.24,9.56,-0.02,0.6615,-0.3453,no,trend,human_only,0.0,0.0239,0.012
BRS3,GRP,4,,-0.04,,-5.71,,-0.03,,-18.6276,no_data,no,neither,0.0,0.0,0.0
GRPR,GRP,5,0.02,-0.04,-0.91,-5.71,-0.03,-0.03,-19.3167,-18.6276,trend,no,mouse_only,0.0001,0.0,0.0001
NMBR,GRP,5,-0.01,-0.04,-1.05,-5.71,0.02,-0.03,-0.0767,-18.6276,no,trend,human_only,0.0,0.0001,0.0001
TRAF2,GSTP1,3,19.06,-69.47,-0.81,-284.69,0.93,3.05,0.6402,0.2637,yes,no,mouse_only,0.2213,0.0,0.1107
GUCY2C,GUCA2A,4,0.03,0.04,2.55,0.22,0.89,,1.1216,,no,no,neither,0.0,0.0,0.0
GUCY2C,GUCA2B,4,0.03,,2.55,,0.89,,1.1216,,no_data,no,neither,0.0,0.0,0.0
GUCY2D,GUCA2B,4,-0.02,,-2.6,,-0.07,,-1.3986,,no_data,no,neither,0.0,0.0,0.0
CHRM3,GZMB,4,-1.39,0.0,-3.9,-3.9,-16.37,0.11,-1.1645,3.2931,no,no,neither,0.0,0.0,0.0
IGF2R,GZMB,4,80.86,0.0,65.7,-3.9,-0.31,0.11,-0.0693,3.2931,no,no,neither,0.0,0.0,0.0
CD44,HAS2,4,45.04,20.0,65.3,5.6,4.13,-0.09,0.4064,-0.541,no,trend,human_only,0.0,0.0105,0.0053
HMMR,HAS2,4,13.08,20.0,9.67,5.6,2.09,-0.09,4.4638,-0.541,no,trend,human_only,0.0,0.0054,0.0027
CD44,HBEGF,4,45.04,38.17,65.3,19.44,4.13,-0.84,0.4064,-0.7219,no,trend,human_only,0.0,0.0124,0.0062
CD82,HBEGF,4,-6.89,38.17,-19.4,19.44,4.14,-0.84,1.265,-0.7219,no,trend,human_only,0.0,0.0124,0.0062
CD9,HBEGF,4,-92.82,38.17,-inf,19.44,2.04,-0.84,0.165,-0.7219,no,trend,human_only,0.0,0.0072,0.0036
EGFR,HBEGF,5,36.78,38.17,9.12,19.44,-0.87,-0.84,-0.0943,-0.7219,no,no,neither,0.0,0.0,0.0
